arm,target_index,segment_id,optimizer_step,learning_rate,loss,loss_moving_mean_16,gradient_norm,gradient_clipped,update_weight_ratio,state_gradient_nonzero_fraction,image_min,image_max,image_saturation_fraction
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,1,0.05,13.86458969116211,13.86458969116211,4.437497389468332,False,,1.0,0.48554322123527527,0.5105376243591309,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,2,0.05,12.145843505859375,13.005216598510742,6.851077571638969,False,,1.0,0.47304844856262207,0.5230398178100586,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,3,0.05,11.562562942504883,12.524332046508789,1.931401895916797,False,,1.0,0.46055951714515686,0.5355409383773804,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,4,0.05,9.085548400878906,11.664636135101318,4.161470714026967,False,,1.0,0.4480854570865631,0.548033595085144,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,5,0.05,4.837677001953125,10.29924430847168,9.396236508543875,False,,1.0,0.43565651774406433,0.5605084300041199,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,6,0.05,0.4759659767150879,8.662031253178915,1.3591620093864143,False,,1.0,0.4234073758125305,0.5726946592330933,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,7,0.05,0.8247485160827637,7.54241943359375,3.535744317476538,False,,1.0,0.41110914945602417,0.5849243998527527,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,8,0.05,0.3148648738861084,6.638975113630295,0.6263404157404839,False,,1.0,0.39934757351875305,0.5961180925369263,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,9,0.05,0.09068286418914795,5.911387085914612,0.16656042536857515,False,,1.0,0.3887883424758911,0.6059688925743103,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,10,0.05,0.09408397972583771,5.329656775295734,0.131783334921886,False,,1.0,0.3799118995666504,0.614667534828186,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,11,0.05,0.25729066133499146,4.868532583117485,0.8256248867386933,False,,1.0,0.36976954340934753,0.6238982081413269,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,12,0.05,0.01013914868235588,4.463666463581224,0.008732086622424149,False,,1.0,0.36059239506721497,0.6327655911445618,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,13,0.05,0.01105906069278717,4.121158201820576,0.013810491120485746,False,,1.0,0.352487176656723,0.6406905055046082,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,14,0.05,0.011518404819071293,3.8276125020347536,0.014831911945963573,False,,1.0,0.3452751636505127,0.6477725505828857,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,15,0.05,0.008470442146062851,3.5730030313755075,0.008513647460757131,False,,1.0,0.33884331583976746,0.6541224718093872,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,16,0.05,0.007947266101837158,3.350187046045903,0.006506959095775301,False,,1.0,0.33306029438972473,0.6598334312438965,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,17,0.05,0.00799538567662239,2.48414990195306,0.008812375407958435,False,,1.0,0.32790905237197876,0.6649718284606934,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,18,0.05,0.006622273474931717,1.7254485749290325,0.013582148010017798,False,,1.0,0.32333412766456604,0.6695970296859741,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,19,0.05,0.0050800517201423645,1.0031058942549862,0.005596498325313767,False,,1.0,0.3192185163497925,0.6737683415412903,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,20,0.05,0.008328914642333984,0.43577967636520043,0.00794565045165167,False,,1.0,0.31552091240882874,0.6775383949279785,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,21,0.05,0.005301108583807945,0.13375618302961811,0.004110131110578924,False,,1.0,0.3121784031391144,0.6809461712837219,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,22,0.05,0.003457285463809967,0.10422438982641324,0.004613975012032292,False,,1.0,0.3091616928577423,0.6840306520462036,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,23,0.05,0.004746362566947937,0.05297425523167476,0.004560210117562948,False,,1.0,0.3064376413822174,0.6868210434913635,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,24,0.05,0.006103515625,0.033676670340355486,0.005699644099375169,False,,1.0,0.30398446321487427,0.6893428564071655,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,25,0.05,0.004277010448276997,0.02827630448155105,0.002808104862743116,False,,1.0,0.3017598092556,0.6916265487670898,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,26,0.05,0.0027763396501541138,0.022569576976820827,0.0024290091072031506,False,,1.0,0.2997472584247589,0.6936984062194824,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,27,0.05,0.003598645329475403,0.006713825976476073,0.0029707576396691515,False,,1.0,0.29792124032974243,0.6955753564834595,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,28,0.05,0.005644083023071289,0.006432884372770786,0.005052904545691982,False,,1.0,0.296277791261673,0.6972745060920715,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,29,0.05,0.0037379655987024307,0.00597531592939049,0.0022039432581085006,False,,1.0,0.29478195309638977,0.6988145709037781,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,30,0.05,0.0022137686610221863,0.005393776169512421,0.0015730130298842273,False,,1.0,0.29342514276504517,0.7002131342887878,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,31,0.05,0.002751976251602173,0.0050363720511086285,0.002098234353743916,False,,1.0,0.2921912968158722,0.7014796137809753,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,32,0.05,0.004212856292724609,0.004802971438039094,0.0033582665100317603,False,,1.0,0.2910807430744171,0.7026259899139404,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,33,0.05,0.0031257830560207367,0.004498621274251491,0.0022635104281623054,False,,1.0,0.2900676429271698,0.7036656737327576,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,34,0.05,0.0018511563539505005,0.004200426454190165,0.0012649817206076648,False,,1.0,0.28914621472358704,0.7046101689338684,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,35,0.05,0.0021056383848190308,0.0040145256207324564,0.001452222684861929,False,,1.0,0.2883094251155853,0.7054640054702759,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,36,0.05,0.0029250383377075195,0.0036767833516933024,0.0020304786903080968,False,,1.0,0.2875567674636841,0.7062368392944336,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,37,0.05,0.0023769475519657135,0.003494023287203163,0.0014098300832324031,False,,1.0,0.2868695855140686,0.706937313079834,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,38,0.05,0.0015456639230251312,0.0033745469409041107,0.0010430853933083282,False,,1.0,0.28624632954597473,0.7075725197792053,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,39,0.05,0.0016916990280151367,0.0031836304697208107,0.0009638085528885518,False,,1.0,0.2856801748275757,0.7081467509269714,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,40,0.05,0.0028693079948425293,0.0029814924928359687,0.002124087809462741,False,,1.0,0.28517308831214905,0.7086641192436218,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,41,0.05,0.002154530957341194,0.002848837524652481,0.0011406041795823144,False,,1.0,0.2847099006175995,0.7091329097747803,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,42,0.05,0.0014387741684913635,0.002765239682048559,0.0009366892040101063,False,,1.0,0.2842904031276703,0.7095584273338318,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,43,0.05,0.001395680010318756,0.0026275543496012688,0.0007372832933709116,False,,1.0,0.28390952944755554,0.7099430561065674,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,44,0.05,0.0023122429847717285,0.0024193143472075462,0.0014781270398181259,False,,1.0,0.2835710048675537,0.7102898359298706,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,45,0.05,0.0018538921140134335,0.002301559754414484,0.000933272853628103,False,,1.0,0.2832617163658142,0.710602343082428,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,46,0.05,0.0011485181748867035,0.0022349815990310162,0.0007025375561713572,False,,1.0,0.2829829454421997,0.7108855843544006,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,47,0.05,0.0011707842350006104,0.0021361570979934186,0.0005891711700504496,False,,1.0,0.2827299237251282,0.7111411094665527,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,48,0.05,0.0018715262413024902,0.001989823969779536,0.0012481112512055838,False,,1.0,0.28250616788864136,0.7113726735115051,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,49,0.05,0.001589702907949686,0.0018938189605250955,0.0007746126807209795,False,,1.0,0.2823023200035095,0.7115814089775085,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,50,0.05,0.0008822362869977951,0.0018332614563405514,0.0005215824278808004,False,,1.0,0.2821187973022461,0.7117707133293152,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,51,0.05,0.0009828731417655945,0.0017630886286497116,0.00045346821570354953,False,,1.0,0.28195250034332275,0.7119414806365967,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,52,0.05,0.0016045570373535156,0.0016805585473775864,0.000914270273776203,False,,1.0,0.28180617094039917,0.7120949029922485,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,53,0.05,0.0014441311359405518,0.0016222575213760138,0.0006853778443193417,False,,1.0,0.28167209029197693,0.7122327089309692,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,54,0.05,0.0007985010743141174,0.0015755598433315754,0.0004517780043648918,False,,1.0,0.281551718711853,0.7123575806617737,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,55,0.05,0.0008809268474578857,0.0015248865820467472,0.00037757726953462957,False,,1.0,0.2814430594444275,0.7124694585800171,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,56,0.05,0.001240074634552002,0.0014230594970285892,0.0006243221609654995,False,,1.0,0.2813476026058197,0.7125703692436218,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,57,0.05,0.0013715154491364956,0.0013741210277657956,0.00064251093545905,False,,1.0,0.28125977516174316,0.7126614451408386,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,58,0.05,0.0007597878575325012,0.0013316843833308667,0.00041620934997677424,False,,1.0,0.28118130564689636,0.7127436399459839,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,59,0.05,0.0007900446653366089,0.0012938321742694825,0.00033545999807442733,False,,1.0,0.28111109137535095,0.7128171920776367,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,60,0.05,0.0012499690055847168,0.0012274400505702943,0.000662496143240589,False,,1.0,0.2810511291027069,0.7128829956054688,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,61,0.05,0.001203170046210289,0.0011867699213325977,0.000553168692432617,False,,1.0,0.2809964716434479,0.7129420638084412,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,62,0.05,0.0007572881877422333,0.0011623180471360683,0.0004008030868932491,False,,1.0,0.280948281288147,0.712995171546936,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,63,0.05,0.0007045194506645203,0.0011331764981150627,0.00029252198638753346,False,,1.0,0.28090524673461914,0.713042676448822,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,64,0.05,0.0011008977890014648,0.0010850122198462486,0.0008189734723482652,False,,1.0,0.2808693051338196,0.7130861878395081,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,65,0.05,0.0011591147631406784,0.0010581004607956856,0.000497647528439231,False,,1.0,0.28083616495132446,0.7131252884864807,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,66,0.05,0.0006356611847877502,0.0010426895169075578,0.00032127550466550187,False,,1.0,0.2808075249195099,0.7131605744361877,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,67,0.05,0.0006551966071128845,0.0010222097334917635,0.0002636594955547839,False,,1.0,0.28078269958496094,0.713191568851471,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,68,0.05,0.0011107921600341797,0.000991349428659305,0.0006248553511675106,False,,1.0,0.2807639241218567,0.7132189869880676,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,69,0.05,0.0010164575651288033,0.0009646198304835707,0.00043666560111799087,False,,1.0,0.2807464301586151,0.7132434248924255,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,70,0.05,0.0005862191319465637,0.0009513522090855986,0.0002902041818183008,False,,1.0,0.2807316184043884,0.7132651805877686,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,71,0.05,0.0006845071911811829,0.0009390759805683047,0.00027954984508200695,False,,1.0,0.28071916103363037,0.7132840752601624,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,72,0.05,0.0008717477321624756,0.0009160555491689593,0.0004653785354949375,False,,1.0,0.28071078658103943,0.7133165001869202,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,73,0.05,0.0009790631011128426,0.0008915272774174809,0.00041786640604584167,False,,1.0,0.2807027995586395,0.7133457660675049,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,74,0.05,0.0005443990230560303,0.0008780654752627015,0.0002662634667512404,False,,1.0,0.28069648146629333,0.7133722305297852,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,75,0.05,0.0006537660956382751,0.0008695480646565557,0.00025973440416093,False,,1.0,0.2806917726993561,0.7133973836898804,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,76,0.05,0.0010041892528533936,0.000854186830110848,0.0004940833980829071,False,,1.0,0.2806907594203949,0.7134218215942383,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,77,0.05,0.0009790631011128426,0.0008401801460422575,0.0004108397730279691,False,,1.0,0.28068915009498596,0.7134420275688171,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,78,0.05,0.0005634650588035583,0.0008280662004835904,0.0002848108746239557,False,,1.0,0.2806888818740845,0.7134606838226318,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,79,0.05,0.0006381645798683167,0.0008239190210588276,0.0002618386348390657,False,,1.0,0.28068962693214417,0.7134785056114197,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,80,0.05,0.0008409023284912109,0.0008076693047769368,0.00039941743344866585,False,,1.0,0.28069257736206055,0.7134961485862732,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,81,0.05,0.0009023644961416721,0.0007916224130894989,0.0003889493171175776,False,,1.0,0.2806943953037262,0.7135105729103088,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,82,0.05,0.000490305945277214,0.0007825377106200904,0.00024730755571451677,False,,1.0,0.28069692850112915,0.7135237455368042,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,83,0.05,0.000584430992603302,0.0007781148597132415,0.00023346696646874094,False,,1.0,0.28069987893104553,0.7135365605354309,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,84,0.05,0.0008574724197387695,0.0007622823759447783,0.0004281549439143905,False,,1.0,0.28070539236068726,0.7135497331619263,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,85,0.05,0.0008647274225950241,0.0007527992420364171,0.000354514118884655,False,,1.0,0.2807098627090454,0.7135605812072754,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,86,0.05,0.00043156370520591736,0.0007431332778651267,0.00021340523874680117,False,,1.0,0.28071466088294983,0.7135704755783081,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,87,0.05,0.0005586966872215271,0.0007352701213676482,0.00022575096461863747,False,,1.0,0.2807193696498871,0.7135801315307617,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,88,0.05,0.0006833076477050781,0.0007234926160890609,0.000328636338078134,False,,1.0,0.28072553873062134,0.7135900259017944,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,89,0.05,0.0008325688540935516,0.0007143367256503552,0.00034235740607269685,False,,1.0,0.2807307541370392,0.7135974764823914,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,90,0.05,0.0003824681043624878,0.0007042160432320088,0.00018095139631713248,False,,1.0,0.2807362973690033,0.7136042714118958,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,91,0.05,0.0004876852035522461,0.000693835987476632,0.00020325151413467206,False,,1.0,0.28074175119400024,0.7136110067367554,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,92,0.05,0.0007990896701812744,0.0006810172635596246,0.0004342889338673401,False,,1.0,0.2807494103908539,0.7136185765266418,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,93,0.05,0.0006940341554582119,0.0006632029544562101,0.0003135815198626008,False,,1.0,0.28075578808784485,0.7136244177818298,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,94,0.05,0.0004129745066165924,0.0006537972949445248,0.00021053497782407563,False,,1.0,0.2807624340057373,0.7136299014091492,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,95,0.05,0.0004489608108997345,0.0006419720593839884,0.0001862736501985218,False,,1.0,0.2807689607143402,0.7136353850364685,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,96,0.05,0.0007052421569824219,0.0006334932986646891,0.00036346693281129767,False,,1.0,0.28077760338783264,0.7136417627334595,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,97,0.05,0.0006983224302530289,0.0006207406695466489,0.00027835045551368706,False,,1.0,0.2807847857475281,0.713646411895752,0.0
direct-pixel-oracle,0,r5-f1-8015bf53a4067aaa7e882288,98,0.05,0.00040224939584732056,0.0006152371352072805,0.00019703897129706336,False,,1.0,0.28079190850257874,0.713650643825531,0.0
