target_index,family,segment_id,optimizer_step,learning_rate,loss,loss_moving_mean_16,gradient_norm_before_clip,gradient_clipped,update_weight_ratio,state_gradient_nonzero_fraction
0,F2,r5-f2-d1803aae745ed83f142b0bae,1,1e-05,18.02083396911621,18.02083396911621,0.1437685638666153,False,0.00036146807302940077,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,2,1.1333333333333334e-05,17.229167938232422,17.625000953674316,0.37300771474838257,False,0.0005062075816297532,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,3,1.2666666666666667e-05,16.96875,17.40625063578288,0.7441039085388184,False,0.0004292583955565022,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,4,1.4000000000000001e-05,17.36458396911621,17.39583396911621,0.271989107131958,False,0.0004428382891109656,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,5,1.5333333333333334e-05,17.27083396911621,17.370833969116212,0.30944326519966125,False,0.0004735850981242706,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,6,1.6666666666666667e-05,17.375,17.371528307596844,0.2161816954612732,False,0.0005077744945031543,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,7,1.8e-05,16.14583396911621,17.196429116385325,0.2415628433227539,False,0.00039745546388180385,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,8,1.9333333333333333e-05,17.05208396911621,17.178385972976685,0.20268204808235168,False,0.0004389393639406864,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,9,2.0666666666666666e-05,16.98958396911621,17.157407972547745,0.15559597313404083,False,0.00041421138949787714,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,10,2.2e-05,16.96875,17.13854217529297,0.24216105043888092,False,0.00041192295081823144,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,11,2.3333333333333332e-05,16.90625,17.11742470481179,0.23092100024223328,False,0.0004922295529353729,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,12,2.4666666666666665e-05,17.27083396911621,17.13020881017049,0.19001029431819916,False,0.00041078284005744006,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,13,2.6000000000000002e-05,18.041667938232422,17.20032105079064,0.20007744431495667,False,0.00047821761160933926,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,14,2.733333333333333e-05,16.125,17.123512404305593,0.18220898509025574,False,0.00043477982548487955,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,15,2.8666666666666668e-05,17.260417938232422,17.132639439900718,0.23299875855445862,False,0.00052403222594128,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,16,2.9999999999999997e-05,16.9375,17.12044322490692,0.42885324358940125,False,0.0007700786204383019,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,17,2.9999999999999997e-05,17.8125,17.107422351837158,0.2781933546066284,False,0.0006677850178099292,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,18,2.9999872856917585e-05,16.072917938232422,17.035156726837158,0.2773241698741913,False,0.0006880120197997801,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,19,2.999949143090342e-05,15.989583969116211,16.97395884990692,0.19312211871147156,False,0.0005941368449448783,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,20,2.9998855731656623e-05,17.42708396911621,16.97786509990692,0.22610720992088318,False,0.0006299311849059801,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,21,2.999796577534217e-05,17.291667938232422,16.979167222976685,0.14629408717155457,False,0.000621185100350134,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,22,2.99968215845904e-05,17.98958396911621,17.017578721046448,1.1743218898773193,False,0.0008541458719763523,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,23,2.9995423188496514e-05,16.03125,17.010417222976685,0.1908496618270874,False,0.0007454900357600924,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,24,2.9993770622619783e-05,17.11458396911621,17.014323472976685,0.2293187379837036,False,0.0007294915713907591,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,25,2.9991863928982672e-05,16.947917938232422,17.011719346046448,0.3737126290798187,False,0.0007661925924105648,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,26,2.998970315606976e-05,17.86458396911621,17.06770896911621,0.3243701457977295,False,0.0006798546018044337,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,27,2.998728835882651e-05,17.30208396911621,17.092448592185974,0.2886451780796051,False,0.0006482531491542917,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,28,2.9984619598657892e-05,16.25,17.02864646911621,0.2462148219347,False,0.000535617435044638,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,29,2.9981696943426767e-05,16.86458396911621,16.955078721046448,0.15277224779129028,False,0.0005601230718921584,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,30,2.997852046745222e-05,17.86458396911621,17.06380271911621,0.271738737821579,False,0.0005258099945072944,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,31,2.9975090251507633e-05,16.83333396911621,17.037109971046448,0.15262869000434875,False,0.0005280507425049057,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,32,2.9971406382818667e-05,17.322917938232422,17.061198592185974,0.38275080919265747,False,0.0005326273411411489,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,33,2.9967468955060995e-05,16.1875,16.959636092185974,0.2577219605445862,False,0.0005340078184984556,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,34,2.996327806835797e-05,16.125,16.962891221046448,0.23573550581932068,False,0.0005426847265607087,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,35,2.9958833829278017e-05,16.95833396911621,17.023438096046448,0.20040194690227509,False,0.0005707922210670771,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,36,2.995413635083201e-05,18.02083396911621,17.060547471046448,0.33502882719039917,False,0.0006880278594061225,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,37,2.9949185752470325e-05,18.02083396911621,17.106120347976685,0.24235306680202484,False,0.0007243772451958828,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,38,2.9943982160079822e-05,16.166667938232422,16.992188096046448,0.6792341470718384,False,0.0009355176918897253,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,39,2.993852570598065e-05,17.34375,17.074219346046448,0.27348604798316956,False,0.0009625158082467175,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,40,2.9932816528922903e-05,17.947917938232422,17.12630271911621,0.12346348166465759,False,0.0008999471112745112,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,41,2.992685477408305e-05,16.05208396911621,17.070313096046448,0.25663745403289795,False,0.0007972034571352293,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,42,2.9920640593060258e-05,16.197917938232422,16.96614646911621,0.29236507415771484,False,0.0005653004821399128,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,43,2.9914174143872566e-05,17.260417938232422,16.963542342185974,0.15831921994686127,False,0.0005841305483024581,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,44,2.9907455590952825e-05,17.125,17.018229842185974,0.251753568649292,False,0.0005381644697667286,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,45,2.990048510514454e-05,17.125,17.03450584411621,0.3141466975212097,False,0.0006340872450550774,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,46,2.9893262863697524e-05,17.39583396911621,17.00520896911621,0.15571223199367523,False,0.0006168511878893635,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,47,2.9885789050263383e-05,17.072917938232422,17.020182967185974,0.518679141998291,False,0.0006033805524607385,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,48,2.987806385489085e-05,16.0625,16.941406846046448,0.2970018982887268,False,0.00046664867525604575,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,49,2.9870087474020964e-05,16.947917938232422,16.988932967185974,0.18753106892108917,False,0.00043902434291881253,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,50,2.9861860110482048e-05,16.03125,16.983073592185974,1.0944970846176147,False,0.0008121024489743119,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,51,2.9853381973484574e-05,17.92708396911621,17.043620467185974,0.43314963579177856,False,0.0008747507723964999,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,52,2.9844653278615835e-05,17.041667938232422,16.982422590255737,0.19117972254753113,False,0.0008753090446597715,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,53,2.9835674247834466e-05,17.385417938232422,16.9427090883255,0.2248726487159729,False,0.0008643096683130411,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,54,2.9826445109464805e-05,16.125,16.940104842185974,0.2892987132072449,False,0.0009248750116692256,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,55,2.9816966098191057e-05,17.375,16.942057967185974,0.12777772545814514,False,0.0008881146066846554,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,56,2.9807237455051384e-05,17.21875,16.896484971046448,0.12451077252626419,False,0.0008771507040589611,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,57,2.9797259427431705e-05,16.072917938232422,16.89778709411621,0.41764765977859497,False,0.0009178252981862186,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,58,2.978703226905946e-05,17.885417938232422,17.00325584411621,0.32682058215141296,False,0.0009141864838811365,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,59,2.9776556239997145e-05,17.95833396911621,17.046875596046448,0.24951931834220886,False,0.000998456352263195,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,60,2.9765831606635676e-05,16.28125,16.994141221046448,0.2347424179315567,False,0.001067499774280441,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,61,2.975485864168765e-05,17.375,17.009766221046448,0.5020047426223755,False,0.0012828186000507762,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,62,2.974363762418038e-05,17.416667938232422,17.01106834411621,0.37365877628326416,False,0.0014091188783473276,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,63,2.973216883944881e-05,18.25,17.084635972976685,0.34391501545906067,False,0.0015365287046501612,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,64,2.972045257912828e-05,16.95833396911621,17.140625596046448,0.14005021750926971,False,0.0015203356100785723,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,65,2.9708489141147082e-05,16.05208396911621,17.084635972976685,0.21865436434745789,False,0.001439706498213103,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,66,2.9696278829718878e-05,18.135417938232422,17.21614646911621,0.17266304790973663,False,0.0012970487799176976,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,67,2.9683821955335006e-05,17.041667938232422,17.160807967185974,0.12576083838939667,False,0.0012751322159880716,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,68,2.9671118834756543e-05,17.1875,17.169922471046448,0.15790292620658875,False,0.0013151796534935896,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,69,2.9658169791006273e-05,16.125,17.09114634990692,0.13107475638389587,False,0.0012794702603758966,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,70,2.964497515336046e-05,17.229167938232422,17.160156846046448,0.2443891018629074,False,0.001303103805988987,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,71,2.9631535257340486e-05,17.291667938232422,17.154948592185974,0.18648071587085724,False,0.0013078039642802682,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,72,2.9617850444704315e-05,17.36458396911621,17.164063215255737,0.23647040128707886,False,0.0013240816944110176,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,73,2.9603921063437794e-05,16.98958396911621,17.221354842185974,0.2534627616405487,False,0.0014386085813873704,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,74,2.9589747467745818e-05,18.010417938232422,17.229167342185974,0.42772600054740906,False,0.0009856464249198968,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,75,2.9575330018043316e-05,17.39583396911621,17.194011092185974,0.21162502467632294,False,0.0010240230197763327,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,76,2.9560669080946092e-05,16.80208396911621,17.226563215255737,0.38082826137542725,False,0.0013389783675337769,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,77,2.9545765029261487e-05,16.09375,17.146485090255737,0.21091704070568085,False,0.001380328442552608,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,78,2.9530618241978923e-05,16.05208396911621,17.061198592185974,0.24644005298614502,False,0.0010865071427633023,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,79,2.9515229104260233e-05,16.11458396911621,16.927735090255737,0.15388283133506775,False,0.000980540083172229,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,80,2.9499598007429908e-05,17.3125,16.949870467185974,0.6443747878074646,False,0.000820729642820474,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,81,2.948372534896511e-05,16.11458396911621,16.953776717185974,0.2704257071018219,False,0.0008886412534303457,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,82,2.9467611532485588e-05,16.92708396911621,16.87825584411621,0.9300090074539185,False,0.0008653065779132543,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,83,2.945125696774339e-05,17.89583396911621,16.931641221046448,0.1760844588279724,False,0.0008103199996694776,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,84,2.9434662070612482e-05,17.010417938232422,16.920573592185974,0.15513458847999573,False,0.0007414755689682319,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,85,2.9417827263078142e-05,17.979167938232422,17.0364590883255,0.9545332789421082,False,0.000998100357429309,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,86,2.940075297322622e-05,17.98958396911621,17.083985090255737,0.2346915751695633,False,0.0009614705255874555,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,87,2.938343963523229e-05,17.947917938232422,17.125000715255737,0.2313953936100006,False,0.0009009919061617382,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,88,2.9365887689350595e-05,16.979167938232422,17.1009122133255,0.308732271194458,False,0.0006965896060050008,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,89,2.9348097581902822e-05,18.104167938232422,17.170573711395264,0.2273823469877243,False,0.0006858161371525921,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,90,2.933006976526679e-05,17.90625,17.164063215255737,0.2802218794822693,False,0.0007565820047002354,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,91,2.9311804697864947e-05,16.875,17.131511092185974,0.31450968980789185,False,0.0007925398159384878,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,92,2.9293302844152674e-05,16.0,17.08138084411621,0.21003004908561707,False,0.0008166516873331937,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,93,2.9274564674606523e-05,17.791667938232422,17.187500715255737,1.564403772354126,False,0.0013040196865324,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,94,2.9255590665712213e-05,17.0,17.246745467185974,0.34109264612197876,False,0.001262132673239282,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,95,2.923638129995254e-05,18.072917938232422,17.369141340255737,0.46454522013664246,False,0.0011215767109067475,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,96,2.9216937065795103e-05,15.968750953674316,17.285157024860382,0.547756552696228,False,0.0010965178342430269,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,97,2.919725845767987e-05,17.3125,17.36002677679062,0.322915643453598,False,0.0010297121499788509,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,98,2.9177345976006628e-05,17.39583396911621,17.38932365179062,0.39071762561798096,False,0.0008426220315817206,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,99,2.9157200127122236e-05,17.83333396911621,17.38541740179062,0.4673459231853485,False,0.0006933672586606152,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,100,2.913682142330775e-05,16.96875,17.382813155651093,0.9919259548187256,False,0.0009508085387896367,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,101,2.911621038276542e-05,16.98958396911621,17.32096415758133,0.2297634333372116,False,0.000895629236932365,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,102,2.909536752960549e-05,16.90625,17.253255784511566,0.42211174964904785,False,0.0007446948201432455,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,103,2.9074293393832876e-05,17.05208396911621,17.197266161441803,0.4593406319618225,False,0.0008847981563381731,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,104,2.90529885113337e-05,16.072917938232422,17.140625536441803,0.32078659534454346,False,0.0009127929678606328,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,105,2.9031453423861642e-05,15.906250953674316,17.00325572490692,0.42450472712516785,False,0.0010366714159014876,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,106,2.9009688679024187e-05,17.885417938232422,17.001953721046448,0.94791579246521,False,0.0007487471063300266,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,107,2.8987694830268685e-05,16.03125,16.949219346046448,0.36999931931495667,False,0.0006793707005409181,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,108,2.8965472436868284e-05,17.33333396911621,17.03255271911621,0.3866937458515167,False,0.0007376834337427683,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,109,2.894302206390769e-05,17.760417938232422,17.03059959411621,0.36362960934638977,False,0.0008721905909590605,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,110,2.8920344282268846e-05,16.96875,17.02864646911621,0.19107918441295624,False,0.0008195051782803358,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,111,2.8897439668616345e-05,17.291667938232422,16.97981834411621,1.6402111053466797,False,0.0008638155861708163,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,112,2.8874308805382837e-05,16.854167938232422,17.035156905651093,0.15650035440921783,False,0.0007644528452186996,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,113,2.8850952280754167e-05,16.8125,17.003906905651093,6.488853454589844,False,0.001624539634490186,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,114,2.8827370688654434e-05,17.77083396911621,17.027344405651093,0.28434091806411743,False,0.0014863116496397887,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,115,2.880356462873091e-05,15.968750953674316,16.910807967185974,0.36543819308280945,False,0.0014091924314447455,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,116,2.8779534706338766e-05,17.3125,16.932292342185974,0.3855321705341339,False,0.0013344423648892461,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,117,2.875528153252567e-05,16.08333396911621,16.875651717185974,0.337104469537735,False,0.0012553526276420524,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,118,2.8730805724016292e-05,15.947917938232422,16.8157559633255,1.263604760169983,False,0.0014584696668912172,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,119,2.8706107903196563e-05,16.95833396911621,16.8098965883255,0.23763664066791534,False,0.0012659622199789635,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,120,2.868118869809791e-05,15.958333969116211,16.802735090255737,14.904699325561523,True,0.0018656389572303202,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,121,2.8656048742381237e-05,17.260417938232422,16.88737052679062,0.31896641850471497,False,0.0017156939783767216,1.0
0,F2,r5-f2-d1803aae745ed83f142b0bae,122,2.863068867532084e-05,16.11458396911621,16.776693403720856,0.4697364270687103,False,0.0015609680577868277,1.0
